	0	1
16328	13	-5
16329	8	4
16330	12	-10
16331	-11	9
16332	3	-23
16333	-20	-8
16334	0	-10
16335	-1	15
16336	-10	20
16337	-3	1
16338	3	-7
16339	-32	24
16340	2	-4
16341	3	11
16342	17	39
16343	-16	8
16344	3	-11
16345	0	-20
16346	-12	14
16347	11	11
16348	5	27
16349	8	8
16350	-16	26
16351	-11	13
16352	-40	10
16353	11	-1
16354	1	7
16355	-2	2
16356	-4	2
16357	-7	-7
16358	-13	9
16359	-14	-10
16360	23	-23
16361	-8	8
16362	8	-10
16363	-9	15
16364	-7	23
16365	24	4
16366	-16	-2
16367	-11	21
16368	-6	12
16369	-13	3
16370	13	-17
16371	-12	16
16372	-2	16
16373	-7	9
16374	-5	-15
16375	28	4
16376	19	-11
16377	-6	14
16378	-2	0
16379	-17	15
16380	-19	15
16381	2	-2
16382	2	0
16383	9	5
16384	-5	1
16385	8	-24
16386	-4	22
16387	31	-25
16388	9	-17
16389	28	4
16390	-8	14
16391	-15	21
16392	26	-4
16393	-11	5
16394	7	13
16395	-12	-4
16396	10	12
16397	7	-9
16398	-19	23
16399	-4	0
16400	3	153
16401	-14	22
16402	-6	16
16403	-5	-13
16404	21	-25
16405	2	-30
16406	-10	-4
16407	5	5
16408	-4	-2
16409	41	-27
16410	7	-15
16411	-22	34
16412	16	-10
16413	-17	-9
16414	-11	15
16415	26	2
16416	13	-17
16417	-4	16
16418	-8	22
16419	13	-15
16420	23	21
16421	-28	4
16422	8	-2
16423	-21	15
16424	-8	-6
16425	-19	5
16426	-29	-15
16427	2	-6
16428	4	-22
16429	19	-9
16430	5	-5
16431	-18	14
16432	15	-51
16433	12	8
16434	-24	-10
16435	7	-9
16436	-15	-17
16437	-4	0
16438	20	6
16439	33	-11
16440	4	18
16441	15	-25
16442	5	-5
16443	-2	2
16444	24	-26
16445	21	-3
16446	-5	13
16447	22	-2
16448	25	-41
16449	16	-4
16450	16	-2
16451	-23	-7
16452	41	3
16453	-18	22
16454	26	16
16455	-15	33
16456	0	22
16457	-7	1
16458	-1	21
16459	14	10
16460	-2	-16
16461	9	5
16462	-1	-11
16463	-16	-4
16464	-9	1
16465	0	12
16466	-12	2
16467	19	7
16468	-13	5
16469	2	-18
16470	-26	0
16471	11	-5
16472	-16	10
16473	3	-21
16474	-3	3
16475	-14	10
16476	2	12
16477	7	-1
16478	5	7
16479	-4	8
16480	17	-17
16481	-14	-2
16482	-10	12
16483	-15	9
16484	-11	-5
16485	4	-16
16486	-20	6
16487	-11	1
16488	-28	-2
16489	-1	11
16490	-3	-33
16491	-18	-10
16492	-2	8
16493	11	-9
16494	-7	-1
16495	12	0
16496	-11	3
16497	-4	4
16498	-32	34
16499	-11	-27
16500	9	3
16501	14	18
16502	26	-20
16503	-19	-11
16504	10	-4
16505	-5	3
16506	17	-17
16507	4	12
16508	-20	10
16509	-9	3
16510	1	-9
16511	14	-2
16512	8	10
16513	15	23
16514	7	-43
16515	16	-8
16516	4	2
16517	17	-3
16518	-19	19
16519	28	-4
16520	11	-11
16521	20	0
16522	10	0
16523	-7	21
16524	-23	39
16525	12	-20
16526	-6	-8
16527	3	-1
16528	-10	8
16529	-13	7
16530	-1	1
16531	10	2
16532	-2	8
16533	25	-11
16534	-11	-13
16535	-18	10
16536	3	5
16537	2	10
16538	-4	6
16539	-11	9
16540	5	-1
16541	-2	22
16542	12	-6
16543	-1	7
16544	8	-6
16545	-7	1
16546	13	-5
16547	0	-24
16548	-8	-30
16549	-17	-1
16550	39	-7
16551	16	4
16552	19	9
16553	6	-2
16554	-4	-2
16555	-19	37
16556	-35	11
16557	10	2
16558	0	-2
16559	-21	-1
16560	-12	-14
16561	-9	-17
16562	3	-7
16563	-12	-8
16564	-12	14
16565	29	9
16566	-23	-1
16567	-16	4
16568	9	-13
16569	6	-18
16570	28	-10
16571	-21	7
16572	-5	-7
16573	10	-26
16574	28	-10
16575	13	1
16576	4	18
16577	5	-11
16578	-15	-17
16579	-8	12
16580	30	-28
16581	5	-3
16582	1	19
16583	30	-18
16584	11	13
16585	18	2
16586	-4	14
16587	5	-23
16588	19	5
16589	12	20
16590	18	-8
16591	-51	5
16592	4	6
16593	11	11
16594	11	-7
16595	12	-4
16596	18	-8
16597	-9	19
16598	3	-7
16599	18	-6
16600	5	-21
16601	10	-14
16602	0	10
16603	19	-13
16604	1	11
16605	8	-12
16606	6	-16
16607	11	3
16608	2	4
16609	-3	-7
16610	17	-13
16611	-6	26
16612	0	-10
16613	9	1
16614	5	-9
16615	12	-4
16616	-7	-5
16617	-22	-14
16618	8	-6
16619	-5	7
16620	-27	27
16621	-16	-20
16622	10	-12
16623	7	3
16624	-12	-18
16625	9	1
16626	-11	3
16627	-20	-4
16628	10	-4
16629	-19	13
16630	-3	-9
16631	2	-26
16632	5	-33
16633	16	-4
16634	6	12
16635	-1	-21
16636	9	-13
16637	22	10
16638	4	6
16639	15	7
16640	-15	-1
16641	10	-14
16642	-2	-8
16643	1	9
16644	1	23
16645	8	8
16646	4	-22
16647	5	-15
16648	8	-18
16649	19	-1
16650	-15	3
16651	2	-2
16652	-10	4
16653	11	-9
16654	-19	19
16655	-24	-8
16656	3	-11
16657	-18	-2
16658	-22	-12
16659	11	-9
16660	19	25
16661	12	8
16662	20	14
16663	3	-1
16664	-28	-2
16665	-15	-3
16666	7	-31
16667	-2	30
16668	2	-8
16669	1	-7
16670	-1	-23
16671	8	-16
16672	-7	23
16673	-4	-4
16674	-16	26
16675	-35	13
16676	-31	35
16677	-6	6
16678	6	-8
16679	-7	1
16680	20	-34
16681	-7	17
16682	-29	25
16683	6	-2
16684	-6	0
16685	17	-11
16686	-41	21
16687	-4	-12
16688	-19	-21
16689	-2	-6
16690	14	12
16691	5	5
16692	-23	15
16693	8	-4
16694	-28	-10
16695	-7	5
16696	2	-4
16697	-19	-23
16698	27	13
16699	-8	0
16700	28	-18
16701	9	5
16702	23	5
16703	-10	-22
16704	21	-5
16705	48	-12
16706	-4	18
16707	-3	-11
16708	3	-3
16709	20	-12
16710	-4	-22
16711	3	3
16712	0	-6
16713	1	5
16714	31	25
16715	10	2
16716	-16	46
16717	-5	-13
16718	-7	-13
16719	-2	14
16720	1	7
16721	14	6
16722	18	12
16723	9	25
16724	-1	-27
16725	-14	-6
16726	-10	12
16727	-29	7
16728	14	0
16729	-23	17
16730	-25	5
16731	24	0
16732	-10	0
16733	35	-21
16734	5	-1
16735	8	-4
16736	-9	1
16737	-20	20
16738	-12	14
16739	-9	3
16740	-11	15
16741	0	-24
16742	-4	-6
16743	-11	-3
16744	-10	24
16745	1	-3
16746	-33	1
16747	-12	-12
16748	-18	8
16749	3	15
16750	1	-25
16751	-16	-12
16752	9	7
16753	-12	-4
16754	-24	2
16755	-11	-3
16756	27	-3
16757	4	8
16758	16	10
16759	11	-13
16760	-6	-8
16761	-5	7
16762	21	23
16763	-4	0
16764	-2	0
16765	-7	-7
16766	7	17
16767	-8	-4
16768	-22	8
16769	-27	17
16770	13	-9
16771	-10	18
16772	-28	30
16773	13	21
16774	9	3
16775	0	20
16776	-31	3
16777	-14	22
16778	20	2
16779	7	-5
16780	9	-1
16781	-36	28
16782	6	-12
16783	-5	-1
16784	30	0
16785	-1	-5
16786	15	1
16787	10	10
16788	8	-14
16789	-9	-13
16790	7	-3
16791	-16	-12
16792	-9	21
16793	-34	2
16794	0	-10
16795	13	-3
16796	23	-3
16797	24	-12
16798	14	-16
16799	5	25
16800	4	6
16801	-7	25
16802	13	-13
16803	-16	24
16804	-2	-24
16805	1	-31
16806	-7	-21
16807	-38	-18
16808	35	-27
16809	6	-6
16810	24	-18
16811	-27	17
16812	35	-3
16813	-24	20
16814	26	-28
16815	9	-15
16816	-2	-16
16817	5	9
16818	-19	-1
16819	-2	-26
16820	-20	10
16821	9	9
16822	-15	11
16823	-40	32
16824	-1	-23
16825	-20	36
16826	18	-28
16827	-3	33
16828	-5	-7
16829	-6	14
16830	12	-10
16831	-23	-11
16832	0	2
16833	-3	9
16834	5	15
16835	-12	28
16836	4	-2
16837	-1	11
16838	7	13
16839	4	-8
16840	23	-7
16841	-18	14
16842	0	-6
16843	5	17
16844	-19	-17
16845	-2	-18
16846	-20	-14
16847	11	-5
16848	10	-28
16849	-3	-3
16850	13	-37
16851	6	-18
16852	14	-20
16853	-17	-13
16854	-5	-7
16855	2	2
16856	3	-3
16857	-8	-12
16858	2	8
16859	1	-3
16860	25	7
16861	0	8
16862	2	0
16863	19	7
16864	-12	14
16865	-13	-1
16866	19	-51
16867	12	12
16868	8	-10
16869	-3	13
16870	-11	-25
16871	-12	4
16872	11	1
16873	12	-8
16874	2	-8
16875	1	1
16876	1	11
16877	20	12
16878	6	-4
16879	7	7
16880	32	-26
16881	-7	21
16882	13	-9
16883	-28	8
16884	24	6
16885	-1	11
16886	7	-11
16887	-4	20
16888	-7	-21
16889	20	-8
16890	6	-12
16891	11	-17
16892	19	-27
16893	-16	-12
16894	10	-20
16895	-15	-15
16896	19	-13
16897	26	-4
16898	-2	2
16899	27	-3
16900	11	11
16901	16	-22
16902	12	12
16903	-9	21
16904	2	-2
16905	7	-7
16906	9	-15
16907	16	-6
16908	-4	0
16909	-5	5
16910	-7	-3
16911	10	-24
16912	3	-21
16913	-16	6
16914	12	-12
16915	-13	-27
16916	-1	-13
16917	-6	-4
16918	2	42
16919	7	1
16920	32	-12
16921	3	1
16922	-19	1
16923	-18	24
16924	14	-18
16925	19	5
16926	-3	25
16927	0	2
16928	5	13
16929	-6	-4
16930	-2	2
16931	1	-21
16932	9	-11
16933	-4	2
16934	0	4
16935	-47	35
16936	12	-20
16937	-17	-3
16938	21	-7
16939	-6	8
16940	-6	-2
16941	-9	1
16942	-7	21
16943	-8	-2
16944	11	-1
16945	-6	28
16946	10	-2
16947	-5	25
16948	7	3
16949	-4	14
16950	16	16
16951	7	1
16952	8	4
16953	37	27
16954	31	-21
16955	-22	-4
16956	-18	-6
16957	-11	-21
16958	15	-9
16959	4	10
16960	7	-9
16961	0	38
16962	8	-8
16963	-21	-3
16964	-15	-11
16965	-8	-14
16966	4	4
16967	5	15
16968	-14	-6
16969	5	-25
16970	-13	3
16971	20	-6
16972	-14	-26
16973	-9	-3
16974	-11	-11
16975	-24	-2
16976	-15	5
16977	-24	-2
16978	32	-8
16979	-3	19
16980	7	-5
16981	-4	-6
16982	-4	-24
16983	23	-15
16984	-14	6
16985	-13	5
16986	9	1
16987	28	-34
16988	6	10
16989	-15	3
16990	11	-1
16991	8	-2
16992	11	39
16993	2	-12
16994	6	-6
16995	-9	-3
16996	-7	29
16997	-26	-8
16998	-2	6
16999	5	-1
17000	-10	6
17001	7	1
17002	-19	-3
17003	4	10
17004	26	2
17005	5	7
17006	35	-1
17007	20	-2
17008	-9	3
17009	8	-2
17010	0	-16
17011	-9	13
17012	5	-19
17013	-12	6
17014	4	4
17015	-7	7
17016	16	8
17017	35	1
17018	29	-23
17019	-22	8
17020	-20	-8
17021	25	-13
17022	-17	-5
17023	6	-12
17024	16	-8
17025	-11	-5
17026	1	-19
17027	8	-34
17028	-10	18
17029	9	-5
17030	25	5
17031	-18	4
17032	-5	-21
17033	2	-20
17034	-12	0
17035	1	-13
17036	-5	-17
17037	20	-14
17038	6	10
17039	-11	23
17040	22	-34
17041	-11	-1
17042	1	-15
17043	22	-12
17044	-32	-24
17045	-19	7
17046	-7	-3
17047	44	-10
17048	-9	-1
17049	0	-2
17050	-22	10
17051	5	7
17052	19	35
17053	22	-12
17054	12	-32
17055	17	7
17056	-28	24
17057	23	41
17058	-1	7
17059	28	14
17060	-18	10
17061	-9	-15
17062	-21	-9
17063	14	12
17064	35	-13
17065	0	10
17066	26	-26
17067	-3	15
17068	7	7
17069	-2	16
17070	24	-8
17071	5	11
17072	-4	4
17073	13	-17
17074	1	-7
17075	0	14
17076	14	2
17077	-3	3
17078	9	1
17079	-10	-28
17080	25	-11
17081	4	-2
17082	10	6
17083	-9	13
17084	-3	-11
17085	2	-8
17086	20	-8
17087	-5	-31
17088	-6	22
17089	17	23
17090	1	-11
17091	6	0
17092	14	-14
17093	27	-7
17094	35	-5
17095	-18	4
17096	13	13
17097	-14	8
17098	-8	8
17099	7	-23
17100	-1	-25
17101	-10	-4
17102	-8	4
17103	-23	-9
17104	-2	-2
17105	7	21
17106	-33	19
17107	-14	0
17108	-2	18
17109	-35	7
17110	9	-11
17111	2	-8
17112	7	-5
17113	-2	20
17114	-20	4
17115	17	-9
17116	-11	21
17117	-10	8
17118	-20	-4
17119	27	17
17120	8	-12
17121	5	-29
17122	-3	17
17123	8	10
17124	-16	-8
17125	-13	21
17126	-13	-1
17127	-12	-2
17128	-17	3
17129	2	4
17130	4	8
17131	-7	7
17132	45	-11
17133	-30	-8
17134	8	20
17135	-1	29
17136	18	-18
17137	-3	-25
17138	-7	17
17139	-2	0
17140	-6	-26
17141	-13	13
17142	-13	15
17143	38	20
17144	7	11
17145	0	6
17146	-2	14
17147	13	-5
17148	21	-23
17149	0	-2
17150	-2	-6
17151	-1	-23
17152	3	-5
17153	-6	-20
17154	2	14
17155	-13	5
17156	-15	1
17157	6	-16
17158	-18	6
17159	13	3
17160	-14	18
17161	-29	-7
17162	-3	-7
17163	4	2
17164	38	-26
17165	-15	15
17166	15	-9
17167	0	10
17168	5	17
17169	10	-4
17170	-2	-6
17171	-15	15
17172	11	11
17173	6	4
17174	-2	-6
17175	7	-11
17176	-6	-2
17177	1	-1
17178	-33	35
17179	-8	-14
17180	6	-2
17181	7	9
17182	-19	-7
17183	-16	-38
17184	-17	3
17185	20	-6
17186	28	-12
17187	3	-7
17188	21	-11
17189	8	-14
17190	8	0
17191	13	-13
17192	-10	-18
17193	-35	19
17194	11	-17
17195	8	-10
17196	-6	-18
17197	11	-3
17198	-19	-7
17199	20	2
17200	-9	-13
17201	-2	0
17202	30	-30
17203	-5	17
17204	-7	-27
17205	-2	0
17206	10	-6
17207	-11	-1
17208	-4	12
17209	-27	-17
17210	-21	3
17211	6	4
17212	12	4
17213	7	1
17214	5	9
17215	2	12
17216	-19	-3
17217	-10	-12
17218	-18	6
17219	21	7
17220	-23	21
17221	16	-14
17222	-12	12
17223	9	-5
17224	12	-16
17225	11	-7
17226	-19	17
17227	14	8
17228	-6	2
17229	11	-19
17230	-11	9
17231	8	-6
17232	13	-3
17233	28	-10
17234	8	20
17235	1	3
17236	1	-7
17237	22	-8
17238	2	-14
17239	17	-17
17240	-6	6
17241	-1	-7
17242	5	13
17243	-16	-14
17244	8	28
17245	-1	-7
17246	1	5
17247	-18	-4
17248	-9	7
17249	6	-12
17250	10	18
17251	-9	9
17252	-13	19
17253	8	-10
17254	8	-12
17255	-5	-7
17256	22	-26
17257	19	-35
17258	13	13
17259	4	-22
17260	4	-12
17261	-5	-3
17262	5	1
17263	22	-24
17264	17	-3
17265	2	-16
17266	-10	-10
17267	-15	-17
17268	9	9
17269	0	-22
17270	4	20
17271	21	3
17272	38	-22
17273	13	7
17274	-1	-25
17275	4	30
17276	8	-8
17277	-15	23
17278	-9	-1
17279	30	-16
17280	0	-4
17281	-3	-25
17282	-11	13
17283	-16	2
17284	0	0
17285	-5	-7
17286	15	-1
17287	8	26
17288	-9	7
17289	18	-12
17290	20	8
17291	17	-13
17292	-11	-7
17293	-14	0
17294	-4	0
17295	-21	13
17296	4	-4
17297	35	-19
17298	15	-25
17299	0	38
17300	4	-4
17301	-23	-21
17302	-3	-15
17303	-12	6
17304	-15	5
17305	-10	8
17306	-4	0
17307	31	-19
17308	-9	-13
17309	-2	8
17310	-8	24
17311	-3	15
17312	2	14
17313	-11	-1
17314	-31	1
17315	-6	20
17316	-14	-10
17317	11	21
17318	-21	7
17319	-6	-16
17320	21	-7
17321	6	-4
17322	8	-8
17323	-21	-7
17324	19	7
17325	-18	4
17326	8	-12
17327	5	23
17328	-24	20
17329	1	-25
17330	5	1
17331	-8	-22
17332	12	-12
17333	-5	13
17334	15	3
17335	-8	10
17336	9	21
17337	0	18
17338	2	14
17339	7	5
17340	3	-21
17341	-4	18
17342	-30	-2
17343	-7	-25
17344	-12	4
17345	19	-19
17346	-21	19
17347	-12	-14
17348	-18	22
17349	19	13
17350	11	-1
17351	10	20
17352	-9	-9
17353	0	14
17354	18	-30
17355	-15	-21
17356	11	-13
17357	-26	12
17358	-4	0
17359	-3	-13
17360	-6	10
17361	3	-15
17362	-9	11
17363	6	-28
17364	-12	8
17365	-5	-3
17366	-5	15
17367	-24	14
17368	3	3
17369	-10	-16
17370	-20	16
17371	9	3
17372	7	-13
17373	12	26
17374	18	6
17375	-15	27
17376	-28	8
17377	9	-1
17378	-15	5
17379	0	2
17380	-18	14
17381	-7	-5
17382	-15	21
17383	22	-16
17384	3	-37
17385	-14	0
17386	8	-8
17387	21	7
17388	31	-21
17389	0	58
17390	2	18
17391	1	35
17392	-8	-8
17393	3	1
17394	-5	15
17395	12	10
17396	-26	6
17397	23	-19
17398	-21	11
17399	-14	12
17400	-27	9
17401	2	16
17402	-8	16
17403	7	-27
17404	21	-7
17405	-36	-6
17406	-38	6
17407	-29	-3
17408	-1	25
17409	16	-20
17410	12	-2
17411	11	3
17412	7	-15
17413	14	2
17414	-10	-4
17415	-5	7
17416	10	12
17417	5	-19
17418	-1	1
17419	4	32
17420	-8	2
17421	5	-11
17422	-9	13
17423	-18	-10
17424	1	-17
17425	-8	12
17426	40	26
17427	-7	5
17428	13	-1
17429	-14	-22
17430	-14	4
17431	-15	-11
17432	-14	-8
17433	27	-13
17434	-7	19
17435	16	0
17436	-12	-18
17437	-17	3
17438	25	-5
17439	-30	26
17440	-5	9
17441	14	-18
17442	-30	-24
17443	-5	-25
17444	-9	-23
17445	-16	20
17446	0	30
17447	-1	-5
17448	-14	12
17449	23	-25
17450	-11	31
17451	-12	-8
17452	4	2
17453	-5	7
17454	-23	19
17455	-6	14
17456	-5	1
17457	0	4
17458	-20	-2
17459	19	-9
17460	-1	21
17461	-6	38
17462	-10	-12
17463	19	-13
17464	0	-14
17465	-9	3
17466	-27	19
17467	10	-10
17468	10	-12
17469	-5	-1
17470	13	-25
17471	-4	12
17472	15	5
17473	14	-14
17474	2	-4
17475	11	-9
17476	1	-5
17477	6	-18
17478	-30	-12
17479	-15	13
17480	6	16
17481	-5	-9
17482	5	-5
17483	-8	20
17484	10	16
17485	-7	9
17486	15	-19
17487	-4	16
17488	7	-19
17489	-12	-4
17490	4	2
17491	-1	3
17492	13	-21
17493	-8	16
17494	36	6
17495	-3	21
17496	-20	14
17497	-17	15
17498	13	-9
17499	-38	22
17500	-20	22
17501	-7	1
17502	-25	13
17503	14	-2
17504	-39	15
17505	2	14
17506	-6	20
17507	-3	1
17508	7	-11
17509	-2	-22
17510	6	12
17511	-9	7
17512	-20	26
17513	3	-5
17514	21	-33
17515	-14	10
17516	-12	-6
17517	-3	45
17518	11	-7
17519	10	-2
17520	27	-3
17521	6	26
17522	-2	0
17523	-9	15
17524	1	-9
17525	-22	18
17526	-26	-8
17527	13	13
17528	4	6
17529	5	-11
17530	7	-7
17531	10	30
17532	12	10
17533	-9	11
17534	-23	27
17535	6	26
17536	14	-8
17537	-11	-3
17538	9	43
17539	10	-2
17540	8	14
17541	5	1
17542	-7	-5
17543	0	4
17544	-3	3
17545	10	26
17546	-12	-6
17547	-17	19
17548	-11	-9
17549	-4	-8
17550	26	-8
17551	-1	3
17552	22	-4
17553	-1	31
17554	-25	-23
17555	-10	-10
17556	-4	-46
17557	3	-13
17558	7	5
17559	4	-8
17560	27	-11
17561	18	-22
17562	-8	-2
17563	-31	41
17564	-9	-7
17565	8	-16
17566	14	-16
17567	-15	-11
17568	20	-34
17569	5	-11
17570	21	-17
17571	-8	12
17572	-14	-4
17573	1	1
17574	17	-17
17575	2	2
17576	19	5
17577	10	-18
17578	20	-2
17579	25	9
17580	39	-31
17581	16	4
17582	22	-28
17583	13	1
17584	6	16
17585	-11	25
17586	21	-21
17587	-14	22
17588	20	-22
17589	-15	-7
17590	-3	27
17591	8	4
17592	-13	-19
17593	8	-16
17594	2	8
17595	-39	1
17596	31	-11
17597	-2	2
17598	0	6
17599	1	1
17600	16	-6
17601	-11	33
17602	17	-25
17603	-12	0
17604	24	2
17605	-5	7
17606	-5	21
17607	12	20
17608	-17	17
17609	6	-10
17610	8	30
17611	-23	1
17612	17	-13
17613	-14	-6
17614	4	6
17615	15	3
17616	18	-4
17617	-15	9
17618	-7	11
17619	10	-2
17620	6	4
17621	11	-1
17622	-13	5
17623	-22	-2
17624	7	-7
17625	-8	12
17626	-10	0
17627	13	-19
17628	5	-29
17629	16	0
17630	-22	4
17631	-5	19
17632	12	-14
17633	-21	-13
17634	-17	25
17635	-4	-4
17636	-8	-14
17637	-11	-7
17638	-11	7
17639	0	-24
17640	19	-19
17641	4	-4
17642	-6	0
17643	-19	5
17644	9	-33
17645	-12	8
17646	26	-8
17647	7	-17
17648	12	-2
17649	-7	17
17650	-27	15
17651	4	-8
17652	24	-6
17653	19	11
17654	23	-3
17655	4	28
17656	1	-9
17657	8	-8
17658	30	12
17659	19	-1
17660	23	-19
17661	0	-24
17662	2	-12
17663	-23	9
17664	-25	9
17665	-8	12
17666	0	2
17667	11	-13
17668	1	-5
17669	16	-36
17670	-12	-6
17671	45	-31
17672	-22	0
17673	9	-19
17674	11	-7
17675	0	-16
17676	6	-20
17677	31	-5
17678	-7	11
17679	-24	12
17680	19	-27
17681	-14	10
17682	2	0
17683	23	-17
17684	-3	-5
17685	26	-26
17686	-6	8
17687	-3	21
17688	12	2
17689	1	17
17690	-29	21
17691	18	-14
17692	8	-6
17693	15	-5
17694	-3	7
17695	14	-18
17696	-7	35
17697	4	16
17698	-20	-2
17699	-23	17
17700	-21	1
17701	4	4
17702	8	2
17703	19	-13
17704	24	-6
17705	-15	33
17706	-1	-15
17707	14	2
17708	-4	-6
17709	-17	11
17710	-3	15
17711	-26	18
17712	-13	17
17713	8	4
17714	-12	14
17715	23	-13
17716	-7	-1
17717	20	-24
17718	0	6
17719	-7	25
17720	16	-26
17721	-29	11
17722	5	7
17723	18	-22
17724	-8	14
17725	5	-11
17726	-5	25
17727	34	-26
17728	-19	11
17729	-4	24
17730	-8	-22
17731	13	1
17732	13	-25
17733	10	26
17734	14	-24
17735	-15	13
17736	8	-26
17737	1	9
17738	15	-23
17739	-14	-6
17740	-2	0
17741	-23	-11
17742	3	-27
17743	-8	-16
17744	-21	5
17745	32	-20
17746	-20	-2
17747	-5	-13
17748	3	-3
17749	-10	2
17750	-18	4
17751	11	-17
17752	4	6
17753	-29	11
17754	17	-21
17755	6	26
17756	10	-20
17757	19	-13
17758	17	-9
17759	-16	16
17760	-7	-21
17761	-14	-6
17762	-22	-8
17763	-7	-31
17764	9	-5
17765	8	0
17766	16	10
17767	-27	17
17768	16	-10
17769	3	11
17770	-15	43
17771	6	6
17772	14	-12
17773	-5	-5
17774	37	3
17775	4	8
17776	9	-13
17777	12	-24
17778	16	2
17779	-3	5
17780	-11	27
17781	-26	-10
17782	-2	0
17783	-7	17
17784	-26	12
17785	-5	-9
17786	13	-5
17787	-16	-8
17788	-8	2
17789	7	-9
17790	9	-9
17791	6	6
17792	-10	4
17793	-3	1
17794	-11	-5
17795	-6	10
17796	-18	8
17797	19	-29
17798	11	-7
17799	-2	-2
17800	17	-9
17801	2	-30
17802	-4	2
17803	15	-13
17804	3	-11
17805	-10	-22
17806	4	-22
17807	9	-3
17808	-4	2
17809	-3	-27
17810	-3	-1
17811	-24	0
17812	-12	26
17813	3	3
17814	-17	21
17815	8	4
17816	5	-21
17817	8	-4
17818	-22	12
17819	3	-9
17820	-17	13
17821	12	8
17822	14	20
17823	17	1
17824	6	24
17825	7	-25
17826	-37	21
17827	-30	14
17828	6	24
17829	-3	5
17830	1	-9
17831	-18	6
17832	9	-17
17833	12	-12
17834	22	-20
17835	-5	7
17836	-5	25
17837	8	-8
17838	-2	0
17839	13	-3
17840	-10	4
17841	-3	-3
17842	13	-1
17843	6	-2
17844	-6	4
17845	15	11
17846	11	13
17847	2	-14
17848	-1	-7
17849	8	-32
17850	-10	4
17851	21	5
17852	-3	19
17853	0	-20
17854	6	-20
17855	15	-9
17856	18	-24
17857	23	23
17858	-13	13
17859	-6	2
17860	20	-6
17861	-17	7
17862	15	5
17863	-4	-16
17864	9	3
17865	-12	12
17866	-14	40
17867	43	-13
17868	-23	3
17869	6	-18
17870	-28	14
17871	-17	3
17872	14	0
17873	-27	13
17874	-15	19
17875	30	-22
17876	8	-18
17877	-11	-15
17878	-15	27
17879	4	0
17880	-29	-7
17881	-16	-24
17882	-10	-20
17883	-3	-39
17884	-5	13
17885	-14	-2
17886	4	2
17887	5	9
17888	12	2
17889	19	-13
17890	7	17
17891	-16	24
17892	6	0
17893	3	-25
17894	-13	-3
17895	18	2
17896	-13	-23
17897	24	12
17898	-54	44
17899	21	-7
17900	11	13
17901	18	-6
17902	-28	-10
17903	17	-11
17904	14	-20
17905	11	-9
17906	3	-7
17907	-10	14
17908	-12	-14
17909	15	-13
17910	15	-7
17911	-16	-4
17912	11	9
17913	14	-10
17914	-12	10
17915	9	-19
17916	-1	-19
17917	20	-4
17918	22	8
17919	-3	-11
17920	33	-39
17921	12	-18
17922	8	8
17923	1	-9
17924	-1	-1
17925	-16	18
17926	16	-20
17927	31	-15
17928	12	-28
17929	1	7
17930	3	-29
17931	-14	12
17932	0	16
17933	23	-27
17934	1	5
17935	2	-8
17936	19	15
17937	0	-14
17938	12	-4
17939	11	-19
17940	21	-3
17941	24	-10
17942	-4	4
17943	-15	19
17944	-16	12
17945	7	-11
17946	-15	9
17947	14	-12
17948	8	8
17949	25	-13
17950	-17	-1
17951	22	-28
17952	25	-15
17953	-6	-4
17954	-10	-10
17955	21	11
17956	-13	-17
17957	18	-24
17958	10	-14
17959	-25	-3
17960	28	0
17961	7	-23
17962	29	-7
17963	-22	16
17964	-12	4
17965	9	-1
17966	23	-5
17967	-2	-4
17968	-27	-19
17969	12	2
17970	-12	-8
17971	-3	-5
17972	7	-1
17973	20	-46
17974	-4	28
17975	11	5
17976	-6	-2
17977	19	-31
17978	-27	13
17979	-20	10
17980	-6	14
17981	29	-5
17982	11	-41
17983	-4	6
17984	-9	-5
17985	-8	-14
17986	4	-20
17987	-9	17
17988	15	-25
17989	-2	12
17990	-30	-14
17991	3	-19
17992	26	-6
17993	25	-13
17994	-13	23
17995	8	2
17996	-36	16
17997	-3	3
17998	27	-17
17999	2	12
18000	19	-25
18001	6	12
18002	2	14
18003	3	-3
18004	15	11
18005	0	22
18006	8	8
18007	39	5
18008	16	-24
18009	-7	15
18010	3	-5
18011	22	8
18012	-2	6
18013	17	7
18014	3	15
18015	0	-2
18016	-7	-23
18017	0	-2
18018	56	-20
18019	-23	7
18020	21	21
18021	-6	16
18022	10	2
18023	-7	11
18024	-4	-12
18025	1	11
18026	19	-1
18027	-2	24
18028	-14	18
18029	-7	11
18030	7	-9
18031	-12	-6
18032	-5	15
18033	0	22
18034	-12	-24
18035	-1	1
18036	-17	-1
18037	-6	-4
18038	-6	6
18039	-5	-19
18040	8	-20
18041	27	-3
18042	17	-3
18043	-2	-12
18044	-2	14
18045	3	9
18046	9	-11
18047	-24	-2
18048	-12	8
18049	-15	27
18050	-15	5
18051	8	-2
18052	12	12
18053	15	13
18054	-9	27
18055	4	-6
18056	11	-13
18057	-18	24
18058	4	-20
18059	-11	-5
18060	9	5
18061	6	4
18062	0	8
18063	11	-7
18064	-4	4
18065	-9	9
18066	-33	-5
18067	24	-38
18068	-8	16
18069	9	11
18070	5	-3
18071	36	10
18072	13	1
18073	14	0
18074	-20	-4
18075	7	1
18076	-25	27
18077	10	-28
18078	8	-4
18079	-11	3
18080	-6	26
18081	-19	11
18082	-7	1
18083	-10	-8
