	0	1
9776	-3	7
9777	40	-20
9778	0	6
9779	5	1
9780	19	-7
9781	-8	16
9782	-4	10
9783	-5	-1
9784	-10	4
9785	7	19
9786	29	23
9787	12	0
9788	10	-12
9789	17	9
9790	-9	-15
9791	-20	24
9792	-15	27
9793	-14	-26
9794	2	-8
9795	-3	-23
9796	17	-13
9797	4	0
9798	40	-22
9799	5	-11
9800	0	-2
9801	-5	-1
9802	-3	-17
9803	-2	2
9804	-6	0
9805	-13	-9
9806	-3	3
9807	12	4
9808	-1	-3
9809	10	-18
9810	-30	16
9811	3	3
9812	-17	33
9813	-4	12
9814	28	-22
9815	-17	15
9816	8	-6
9817	-19	9
9818	47	-31
9819	14	22
9820	18	-16
9821	-3	-11
9822	-5	13
9823	0	0
9824	-5	13
9825	10	6
9826	-22	8
9827	-5	-17
9828	3	9
9829	20	-4
9830	16	-10
9831	35	-1
9832	-6	-4
9833	-13	11
9834	25	-17
9835	-8	-16
9836	12	-22
9837	19	7
9838	1	-1
9839	-2	6
9840	7	1
9841	4	-4
9842	8	10
9843	19	-17
9844	3	-11
9845	26	-22
9846	-18	4
9847	3	-5
9848	24	-14
9849	-9	-13
9850	1	-29
9851	-22	-22
9852	30	-16
9853	11	-9
9854	1	-1
9855	8	-28
9856	16	-18
9857	-15	17
9858	13	3
9859	0	20
9860	-28	10
9861	23	7
9862	7	-7
9863	12	12
9864	19	-19
9865	22	-26
9866	12	22
9867	-3	9
9868	13	7
9869	-2	-2
9870	-4	-14
9871	-5	11
9872	18	-16
9873	1	21
9874	13	-9
9875	-30	14
9876	14	-16
9877	-1	-9
9878	-21	-11
9879	2	-10
9880	-1	25
9881	8	-12
9882	-10	-4
9883	-23	-3
9884	1	31
9885	0	-24
9886	2	-16
9887	-5	-9
9888	6	-4
9889	-11	13
9890	-7	-17
9891	10	-18
9892	-14	28
9893	-13	-1
9894	27	-7
9895	-18	2
9896	-3	3
9897	-10	-14
9898	-8	6
9899	-9	23
9900	-1	9
9901	6	-18
9902	-8	22
9903	5	5
9904	6	-8
9905	-17	-1
9906	-9	5
9907	6	-2
9908	14	8
9909	17	1
9910	-7	27
9911	2	-18
9912	-17	-15
9913	2	14
9914	-8	-10
9915	-3	1
9916	-35	15
9917	14	26
9918	32	-30
9919	35	3
9920	-12	6
9921	-1	-25
9922	3	-7
9923	-52	4
9924	2	-8
9925	-1	-5
9926	27	-39
9927	-10	14
9928	11	-19
9929	-4	-24
9930	10	-8
9931	-3	17
9932	-21	9
9933	2	2
9934	-12	10
9935	29	-7
9936	8	6
9937	17	-7
9938	-35	11
9939	32	-28
9940	6	-12
9941	17	-15
9942	17	-37
9943	6	-10
9944	17	7
9945	16	-4
9946	-10	-20
9947	-21	19
9948	25	-1
9949	-10	18
9950	-4	6
9951	-1	3
9952	20	-6
9953	-3	17
9954	-3	-1
9955	-4	40
9956	10	-16
9957	-3	9
9958	-3	19
9959	6	6
9960	-9	17
9961	14	-6
9962	4	18
9963	-3	9
9964	7	-15
9965	-4	24
9966	-10	16
9967	13	-19
9968	-6	16
9969	21	-11
9970	-15	23
9971	14	-22
9972	20	-34
9973	1	5
9974	-7	-1
9975	8	-4
9976	23	-39
9977	8	0
9978	2	4
9979	-7	13
9980	-13	17
9981	2	-2
9982	12	-18
9983	17	-11
9984	-25	17
9985	22	-2
9986	-30	-20
9987	11	-1
9988	19	-7
9989	-12	-24
9990	-8	-22
9991	3	-25
9992	10	-8
9993	11	-5
9994	-19	19
9995	-20	16
9996	-24	2
9997	-17	19
9998	-11	-5
9999	26	-2
10000	-3	19
10001	-2	-2
10002	14	0
10003	-3	-27
10004	21	3
10005	0	0
10006	12	-6
10007	21	-7
10008	-22	44
10009	21	-19
10010	3	-15
10011	-8	-8
10012	-20	-2
10013	13	5
10014	-13	13
10015	-18	2
10016	9	11
10017	-18	6
10018	-2	8
10019	-19	9
10020	-15	11
10021	-16	24
10022	-8	22
10023	17	-15
10024	-20	14
10025	11	-9
10026	-3	-1
10027	-14	10
10028	-2	16
10029	-21	-9
10030	-7	15
10031	12	0
10032	-7	3
10033	-4	0
10034	4	10
10035	5	-15
10036	1	-25
10037	-2	-18
10038	-14	24
10039	13	-31
10040	-18	0
10041	-5	-13
10042	-11	3
10043	-28	20
10044	-8	22
10045	-5	-9
10046	5	-5
10047	-6	2
10048	15	9
10049	-16	-12
10050	8	-2
10051	-9	3
10052	37	-9
10053	0	4
10054	12	-10
10055	-43	21
10056	14	0
10057	5	-11
10058	-37	1
10059	28	-4
10060	-6	4
10061	-9	-1
10062	21	-25
10063	-4	0
10064	7	17
10065	10	-6
10066	-2	24
10067	27	-9
10068	-23	7
10069	-18	18
10070	26	-36
10071	-23	5
10072	0	-14
10073	9	-19
10074	27	-19
10075	34	-14
10076	-8	6
10077	23	-1
10078	-27	15
10079	2	10
10080	-25	5
10081	30	6
10082	14	0
10083	-21	3
10084	33	-29
10085	2	-18
10086	-18	0
10087	5	-11
10088	-10	-8
10089	-5	-5
10090	-19	27
10091	28	-12
10092	38	-44
10093	1	5
10094	-5	9
10095	0	8
10096	-19	15
10097	10	10
10098	10	-20
10099	25	-11
10100	23	-15
10101	14	-2
10102	14	12
10103	7	15
10104	-2	4
10105	1	1
10106	-5	1
10107	28	-24
10108	30	-4
10109	-33	23
10110	-27	15
10111	-44	-4
10112	-12	-10
10113	5	-15
10114	-3	-9
10115	12	12
10116	-2	0
10117	-7	-11
10118	5	-5
10119	14	-14
10120	-9	9
10121	22	-18
10122	-12	6
10123	29	-15
10124	-5	5
10125	16	8
10126	-10	20
10127	5	-27
10128	-16	-2
10129	7	3
10130	-29	-3
10131	-20	16
10132	14	8
10133	7	7
10134	19	-35
10135	-2	34
10136	-11	19
10137	-14	-14
10138	4	14
10139	-9	-1
10140	-3	7
10141	16	-36
10142	22	-8
10143	-17	7
10144	-16	22
10145	7	23
10146	-9	-27
10147	-4	-16
10148	14	-16
10149	47	-13
10150	-13	-7
10151	2	-2
10152	-17	9
10153	4	-12
10154	-2	24
10155	5	-15
10156	-9	13
10157	-30	-2
10158	-36	38
10159	9	13
10160	-14	32
10161	-5	-1
10162	27	13
10163	6	-6
10164	-8	-10
10165	-5	-17
10166	-5	17
10167	0	-16
10168	11	-19
10169	2	14
10170	-12	-6
10171	9	5
10172	-5	5
10173	16	12
10174	-18	-40
10175	1	1
10176	14	-12
10177	-7	13
10178	5	7
10179	-22	22
10180	6	-8
10181	11	3
10182	-33	9
10183	-18	-14
10184	-39	3
10185	22	26
10186	24	6
10187	-13	23
10188	-1	-3
10189	10	-14
10190	16	-10
10191	-7	-3
10192	0	-18
10193	-15	1
10194	25	-33
10195	0	20
10196	-4	2
10197	-17	-9
10198	11	-19
10199	4	12
10200	5	-1
10201	-8	8
10202	-2	-16
10203	-13	7
10204	7	9
10205	-24	8
10206	14	-28
10207	1	25
10208	-8	-2
10209	-15	13
10210	9	-21
10211	-12	8
10212	-12	2
10213	15	3
10214	-9	13
10215	20	-28
10216	-9	5
10217	-14	2
10218	12	14
10219	21	-11
10220	-7	31
10221	10	-6
10222	8	-10
10223	-9	3
10224	12	-2
10225	-1	3
10226	-1	-15
10227	0	0
10228	0	-2
10229	21	-3
10230	-15	19
10231	-12	-12
10232	29	-17
10233	10	-14
10234	-4	14
10235	-5	-1
10236	-1	-27
10237	10	6
10238	12	14
10239	-39	-27
10240	-1	-11
10241	-8	12
10242	-16	-10
10243	-13	27
10244	1	-17
10245	4	16
10246	20	-2
10247	-15	21
10248	-2	0
10249	-7	21
10250	7	9
10251	-16	16
10252	-22	28
10253	11	-17
10254	-3	3
10255	-4	-16
10256	13	111
10257	0	12
10258	-8	22
10259	-23	-11
10260	11	-7
10261	8	-8
10262	12	-6
10263	-9	-29
10264	-6	8
10265	15	27
10266	-11	-9
10267	20	-8
10268	-62	28
10269	5	-3
10270	-29	13
10271	16	-12
10272	1	-25
10273	-16	20
10274	16	22
10275	-15	9
10276	11	-3
10277	-20	20
10278	-4	-6
10279	-1	-33
10280	12	-6
10281	5	-3
10282	-1	13
10283	-10	2
10284	-40	18
10285	-1	-13
10286	29	-21
10287	2	-10
10288	5	-45
10289	-14	34
10290	-26	8
10291	-7	33
10292	15	-27
10293	38	-18
10294	-18	12
10295	11	23
10296	6	-4
10297	5	-15
10298	3	5
10299	-4	-8
10300	-14	8
10301	-17	-13
10302	5	19
10303	-4	20
10304	-13	-7
10305	-42	-2
10306	-10	-8
10307	-1	-25
10308	-17	17
10309	-4	8
10310	8	2
10311	11	-21
10312	14	-4
10313	15	11
10314	-19	39
10315	16	28
10316	16	-14
10317	-1	15
10318	13	-17
10319	30	10
10320	-1	13
10321	28	-8
10322	20	2
10323	-13	35
10324	-25	21
10325	-2	-6
10326	6	8
10327	-1	27
10328	16	-34
10329	-13	3
10330	9	-17
10331	-30	-2
10332	22	4
10333	15	7
10334	-7	-5
10335	-24	0
10336	15	-15
10337	8	-12
10338	20	-14
10339	35	31
10340	-13	5
10341	-10	34
10342	-2	-8
10343	23	-9
10344	6	-4
10345	-11	1
10346	-37	13
10347	-28	0
10348	-16	-10
10349	13	17
10350	-5	1
10351	-14	-30
10352	-19	11
10353	-4	8
10354	4	-22
10355	-27	-19
10356	1	43
10357	2	2
10358	-22	-16
10359	-3	5
10360	18	-20
10361	-9	3
10362	33	-5
10363	-12	20
10364	4	2
10365	7	-25
10366	-19	7
10367	14	22
10368	-18	32
10369	17	29
10370	-19	-9
10371	22	-18
10372	-10	28
10373	-21	-5
10374	3	-19
10375	-18	14
10376	-11	23
10377	14	-18
10378	0	-6
10379	27	23
10380	23	-19
10381	-10	18
10382	8	26
10383	9	-3
10384	-18	12
10385	7	-13
10386	11	21
10387	14	-6
10388	-14	8
10389	-3	-7
10390	9	-1
10391	30	6
10392	-21	1
10393	10	-6
10394	4	14
10395	17	-7
10396	1	-9
10397	-2	14
10398	-28	10
10399	-17	11
10400	-2	-4
10401	-17	-17
10402	-1	-3
10403	-2	-14
10404	-2	-12
10405	1	33
10406	21	7
10407	6	14
10408	5	23
10409	28	4
10410	-2	-16
10411	-9	-29
10412	15	1
10413	12	-12
10414	-2	4
10415	-3	21
10416	16	6
10417	-5	15
10418	-1	1
10419	-4	0
10420	16	-22
10421	-11	-3
10422	-7	-13
10423	-16	-12
10424	5	23
10425	14	-22
10426	-20	2
10427	3	-9
10428	-9	13
10429	-10	14
10430	-16	38
10431	13	-15
10432	4	-22
10433	17	-3
10434	-3	-1
10435	-12	-16
10436	18	-16
10437	9	-11
10438	-3	3
10439	-2	30
10440	3	21
10441	18	-2
10442	4	18
10443	-15	-3
10444	23	1
10445	-4	0
10446	-14	12
10447	21	5
10448	38	-20
10449	9	9
10450	5	3
10451	46	-22
10452	-48	2
10453	13	9
10454	-35	-5
10455	-32	4
10456	-5	13
10457	-8	-16
10458	34	-12
10459	17	-3
10460	27	-31
10461	-26	10
10462	0	-14
10463	-19	9
10464	30	-4
10465	-15	5
10466	5	-9
10467	-14	-18
10468	28	6
10469	-15	1
10470	-19	-9
10471	-4	-8
10472	5	-13
10473	-22	2
10474	-24	-22
10475	19	3
10476	1	-29
10477	-12	8
10478	-2	8
10479	7	-1
10480	6	-8
10481	-5	-1
10482	-5	21
10483	6	6
10484	20	-2
10485	3	-9
10486	23	13
10487	-20	-8
10488	-21	29
10489	2	2
10490	12	-2
10491	-3	-31
10492	-9	1
10493	-20	4
10494	-2	4
10495	-3	13
10496	27	-11
10497	0	8
10498	-16	18
10499	3	-9
10500	-9	-15
10501	6	6
10502	-26	-4
10503	-13	27
10504	6	-8
10505	9	13
10506	-5	-27
10507	-16	0
10508	-16	10
10509	-7	5
10510	-25	21
10511	18	-18
10512	23	-15
10513	-18	2
10514	-6	24
10515	19	-33
10516	27	9
10517	-12	-4
10518	36	2
10519	-1	-13
10520	0	2
10521	-11	-3
10522	-29	-15
10523	-10	46
10524	-14	24
10525	29	1
10526	11	1
10527	4	4
10528	15	-19
10529	2	-2
10530	-6	-8
10531	3	3
10532	7	-7
10533	28	-20
10534	28	2
10535	-9	7
10536	6	-8
10537	7	-5
10538	5	-9
10539	-8	0
10540	20	-6
10541	-13	3
10542	-19	15
10543	-2	6
10544	1	-21
10545	-6	6
10546	-6	8
10547	13	1
10548	-11	-1
10549	0	20
10550	-20	-10
10551	1	1
10552	-2	-20
10553	-35	9
10554	11	5
10555	-40	36
10556	-24	14
10557	-3	1
10558	-21	-15
10559	-2	-2
10560	-23	35
10561	-8	-12
10562	-12	-6
10563	13	9
10564	3	-15
10565	28	-20
10566	12	-6
10567	-1	11
10568	4	2
10569	-19	17
10570	-29	13
10571	2	-10
10572	0	-22
10573	7	-1
10574	5	7
10575	2	-2
10576	-1	-27
10577	16	-12
10578	-16	6
10579	7	-17
10580	-23	23
10581	-4	-16
10582	-12	30
10583	-3	-23
10584	-16	2
10585	3	15
10586	-11	15
10587	2	-6
10588	-28	-2
10589	-11	-23
10590	3	-7
10591	30	26
10592	-5	21
10593	16	-12
10594	-8	6
10595	-25	-13
10596	17	3
10597	-16	4
10598	12	-10
10599	-27	-19
10600	2	-4
10601	-15	9
10602	15	-19
10603	-4	-4
10604	26	-4
10605	7	-25
10606	-11	-9
10607	0	12
10608	11	21
10609	14	22
10610	-10	0
10611	-1	11
10612	5	3
10613	2	-2
10614	-30	12
10615	21	9
10616	-32	34
10617	13	9
10618	-5	-11
10619	-6	2
10620	4	2
10621	-9	7
10622	25	3
10623	-2	-10
10624	22	-24
10625	5	-23
10626	17	-5
10627	2	-30
10628	4	10
10629	5	-11
10630	-11	-9
10631	8	0
10632	-3	-5
10633	-2	-6
10634	12	18
10635	-5	3
10636	9	11
10637	16	-16
10638	-10	-4
10639	11	-5
10640	-8	-6
10641	-11	-3
10642	5	-29
10643	-8	16
10644	6	0
10645	13	-3
10646	-19	-17
10647	-38	14
10648	13	3
10649	-4	-4
10650	6	0
10651	-17	7
10652	-15	-9
10653	-26	-2
10654	4	2
10655	3	-17
10656	-4	-18
10657	9	-11
10658	1	-21
10659	8	0
10660	-10	16
10661	-11	9
10662	-7	-1
10663	-14	14
10664	-5	13
10665	18	-22
10666	-8	-14
10667	-3	-15
10668	-13	21
10669	16	0
10670	-2	20
10671	-23	-23
10672	32	-2
10673	-17	3
10674	15	-31
10675	-4	-8
10676	14	-16
10677	-17	31
10678	23	-7
10679	-26	18
10680	5	-21
10681	-10	6
10682	-12	6
10683	-17	31
10684	-7	3
10685	8	-20
10686	10	20
10687	35	3
10688	18	-16
10689	-5	23
10690	-21	13
10691	10	-2
10692	26	-16
10693	29	-31
10694	-3	11
10695	-10	-18
10696	21	27
10697	28	-20
10698	-2	8
10699	-17	-41
10700	31	29
10701	-36	28
10702	10	8
10703	17	-19
10704	2	-28
10705	-7	29
10706	-11	-9
10707	14	6
10708	2	0
10709	11	19
10710	3	-3
10711	-2	-2
10712	19	-35
10713	16	-16
10714	14	16
10715	9	-11
10716	-11	3
10717	-8	-4
10718	-2	24
10719	-33	11
10720	-2	-8
10721	5	-3
10722	21	3
10723	-14	2
10724	10	-16
10725	-13	-1
10726	3	17
10727	34	2
10728	-15	-9
10729	14	14
10730	4	-2
10731	19	11
10732	-41	1
10733	18	6
10734	-20	-26
10735	9	-7
10736	-4	-2
10737	-19	25
10738	-3	7
10739	0	-24
10740	4	-2
10741	-9	-5
10742	-13	1
10743	-8	12
10744	5	3
10745	-4	-8
10746	-22	-8
10747	23	-9
10748	-9	-3
10749	20	-16
10750	18	12
10751	-27	17
10752	-1	-5
10753	18	-20
10754	-26	10
10755	3	1
10756	-25	27
10757	-12	-26
10758	-32	24
10759	-9	17
10760	2	2
10761	-9	-15
10762	-7	25
10763	-4	2
10764	4	12
10765	-17	9
10766	-19	9
10767	-10	-40
10768	-7	1
10769	18	-36
10770	10	-10
10771	9	-13
10772	-3	1
10773	-8	6
10774	-20	40
10775	13	-9
10776	6	-14
10777	9	-5
10778	-33	15
10779	-28	6
10780	-12	4
10781	-3	3
10782	19	-29
10783	-2	24
10784	17	17
10785	6	-12
10786	-30	26
10787	1	35
10788	-23	13
10789	40	-14
10790	-4	-12
10791	5	-25
10792	4	-4
10793	-5	-3
10794	1	-7
10795	14	-4
10796	6	10
10797	3	1
10798	-3	-11
10799	16	22
10800	-11	5
10801	-4	6
10802	-8	36
10803	21	7
10804	13	-3
10805	-2	8
10806	6	22
10807	-3	27
10808	18	-6
10809	-5	17
10810	-7	-3
10811	-4	10
10812	4	-4
10813	-21	25
10814	1	1
10815	-30	28
10816	-11	-15
10817	2	0
10818	22	-26
10819	-31	-1
10820	-9	7
10821	22	0
10822	-2	-2
10823	-5	-23
10824	-16	-20
10825	3	13
10826	-35	37
10827	10	-4
10828	32	-48
10829	9	-9
10830	-29	35
10831	6	8
10832	-7	13
10833	-12	14
10834	28	-8
10835	-7	-9
10836	-25	19
10837	12	-2
10838	12	-12
10839	3	21
10840	-10	-14
10841	-25	-19
10842	13	-15
10843	4	-2
10844	10	22
10845	1	31
10846	-21	11
10847	8	14
10848	13	-7
10849	4	10
10850	20	-12
10851	33	7
10852	15	-5
10853	0	6
10854	-20	-8
10855	3	-3
10856	0	16
10857	-3	3
10858	-25	-13
10859	-2	28
10860	24	0
10861	19	-23
10862	-3	21
10863	18	-4
10864	-9	-25
10865	0	-10
10866	0	0
10867	19	5
10868	-7	21
10869	12	-10
10870	12	12
10871	-7	-5
10872	12	-8
10873	19	9
10874	29	-7
10875	-6	-4
10876	-4	-12
10877	-7	-21
10878	-9	11
10879	-6	-20
10880	-34	-6
10881	15	-11
10882	3	23
10883	26	20
10884	-12	-4
10885	23	-39
10886	7	19
10887	16	-6
10888	-23	13
10889	0	-14
10890	10	14
10891	-13	1
10892	-15	9
10893	-2	12
10894	16	-4
10895	15	-11
10896	-14	2
10897	-27	-5
10898	-19	-23
10899	-14	-16
10900	-4	12
10901	25	-9
10902	-7	9
10903	24	-6
10904	-9	7
10905	8	-6
10906	-18	26
10907	21	-1
10908	11	-5
10909	2	4
10910	12	4
10911	-7	7
10912	-22	22
10913	-3	-5
10914	-3	-7
10915	-10	-16
10916	0	36
10917	13	11
10918	-7	-23
10919	-4	-6
10920	-7	41
10921	10	16
10922	-12	-4
10923	15	-7
10924	-23	17
10925	-8	22
10926	18	22
10927	11	25
10928	-4	16
10929	-3	23
10930	5	21
10931	8	-6
10932	10	2
10933	5	3
10934	5	13
10935	-14	4
10936	-27	21
10937	-12	-10
10938	-26	18
10939	-13	13
10940	-11	17
10941	10	0
10942	8	-20
10943	-21	13
10944	-2	-18
10945	9	-1
10946	13	-23
10947	-6	8
10948	-22	2
10949	-9	-19
10950	43	-21
10951	-22	-4
10952	-3	1
10953	2	0
10954	-20	4
10955	-9	21
10956	-17	-13
10957	18	0
10958	0	12
10959	9	-45
10960	-8	0
10961	13	-9
10962	-11	5
10963	-16	-2
10964	24	-36
10965	-9	-19
10966	27	-21
10967	-16	22
10968	1	-3
10969	-16	-22
10970	14	2
10971	-17	-3
10972	39	-17
10973	-28	2
10974	-14	30
10975	-15	-9
10976	0	12
10977	-19	15
10978	33	1
10979	8	-6
10980	-12	4
10981	3	-23
10982	-1	-1
10983	-8	18
10984	19	-17
10985	2	24
10986	-8	16
10987	-3	11
10988	13	-3
10989	-6	-4
10990	4	4
10991	23	-19
10992	12	-4
10993	-9	-15
10994	3	-5
10995	-4	26
10996	24	8
10997	21	7
10998	-11	1
10999	0	18
11000	9	-7
11001	30	20
11002	4	-4
11003	-21	5
11004	11	-13
11005	-26	20
11006	-4	-24
11007	-7	15
11008	-7	9
11009	-12	-6
11010	20	-4
11011	-35	39
11012	7	-41
11013	-12	18
11014	-4	-8
11015	-9	5
11016	0	-16
11017	17	-21
11018	-13	3
11019	6	-20
11020	4	-12
11021	-29	29
11022	1	29
11023	18	-4
11024	-7	1
11025	-6	12
11026	10	-10
11027	-11	7
11028	23	3
11029	10	-16
11030	-10	-14
11031	3	-19
11032	2	-6
11033	17	-1
11034	-21	7
11035	0	14
11036	-26	-6
11037	-5	13
11038	-11	1
11039	0	-2
11040	1	-7
11041	-18	44
11042	-2	-26
11043	-7	3
11044	35	-9
11045	2	-4
11046	-6	18
11047	7	25
11048	0	-4
11049	11	-15
11050	25	-3
11051	-2	8
11052	8	-24
11053	1	-13
11054	-29	-9
11055	22	-16
11056	-13	23
11057	-14	-8
11058	22	-2
11059	31	5
11060	9	-11
11061	18	-8
11062	2	14
11063	-11	-17
11064	4	-4
11065	1	7
11066	3	-1
11067	-2	4
11068	-16	0
11069	27	-23
11070	21	-19
11071	-18	-8
11072	-31	25
11073	-2	-16
11074	2	6
11075	1	-21
11076	13	-15
11077	4	-14
11078	12	0
11079	-27	7
11080	-52	0
11081	3	5
11082	1	-7
11083	-10	8
11084	-6	-6
11085	-1	5
11086	13	-35
11087	-16	10
11088	-9	-13
11089	2	-4
11090	-10	18
11091	7	-19
11092	11	7
11093	16	-14
11094	-4	20
11095	7	9
11096	-20	28
11097	49	-5
11098	-1	-1
11099	30	-28
11100	10	-14
11101	-27	7
11102	7	-13
11103	12	-10
11104	-5	7
11105	10	-40
11106	2	2
11107	43	-23
11108	27	-33
11109	12	-6
11110	32	-20
11111	-5	5
11112	6	18
11113	-9	-7
11114	-3	37
11115	-4	-10
11116	32	-20
11117	7	-7
11118	-19	17
11119	2	0
11120	23	3
11121	24	-14
11122	4	0
11123	3	-7
11124	-13	-29
11125	14	-20
11126	10	-26
11127	-29	49
11128	-4	16
11129	23	-27
11130	-7	-19
11131	-2	-8
11132	-6	2
11133	-5	21
11134	-15	13
11135	28	-18
11136	0	4
11137	9	-25
11138	-7	13
11139	-28	14
11140	0	-16
11141	3	5
11142	-49	3
11143	-12	-18
11144	3	27
11145	22	-28
11146	16	0
11147	17	3
11148	1	-3
11149	-14	4
11150	-12	4
11151	-13	-3
11152	-34	2
11153	9	-13
11154	-7	17
11155	2	12
11156	-34	2
11157	-13	-3
11158	11	-1
11159	-2	-4
11160	-5	11
11161	8	2
11162	-14	-10
11163	-15	-5
11164	-15	17
11165	20	-10
11166	2	10
11167	7	-27
11168	6	-18
11169	-7	19
11170	21	-3
11171	-6	16
11172	-6	-6
11173	-17	1
11174	-9	27
11175	-18	24
11176	-19	5
11177	-22	0
11178	20	-12
11179	-9	1
11180	-25	23
11181	-22	0
11182	4	8
11183	13	-5
11184	-6	6
11185	-5	-3
11186	-13	-5
11187	2	-4
11188	-14	18
11189	13	-21
11190	13	5
11191	-10	0
11192	11	-1
11193	-10	4
11194	-12	20
11195	-23	15
11196	-15	33
11197	18	-4
11198	-4	-20
11199	7	-11
11200	-2	6
11201	-7	7
11202	-3	1
11203	6	-20
11204	-24	24
11205	13	3
11206	-15	-15
11207	20	-18
11208	17	9
11209	-22	4
11210	-8	4
11211	-13	13
11212	5	-3
11213	-12	22
11214	6	-2
11215	23	-3
11216	-2	-6
11217	19	-15
11218	7	-5
11219	-2	16
11220	-16	24
11221	-1	17
11222	15	-21
11223	0	-6
11224	-5	7
11225	14	-16
11226	-12	8
11227	-11	-21
11228	7	-17
11229	-8	22
11230	-18	2
11231	13	-37
11232	-2	22
11233	-21	25
11234	15	3
11235	18	-8
11236	20	0
11237	-5	-11
11238	7	3
11239	-12	18
11240	5	-39
11241	0	6
11242	-6	34
11243	7	13
11244	-11	-3
11245	-10	-16
11246	20	-4
11247	-9	21
11248	-16	-8
11249	-21	-3
11250	-5	19
11251	0	14
11252	-14	10
11253	-1	1
11254	-13	-25
11255	26	-4
11256	17	5
11257	-14	-12
11258	-8	-4
11259	23	5
11260	13	25
11261	-12	6
11262	-6	10
11263	-1	9
11264	-5	1
11265	0	12
11266	-8	2
11267	-9	-5
11268	-17	5
11269	-2	10
11270	2	16
11271	11	-5
11272	14	-12
11273	-31	-7
11274	15	17
11275	-16	8
11276	-8	-2
11277	1	1
11278	7	5
11279	-34	18
11280	11	1
11281	-18	-26
11282	6	-20
11283	7	-13
11284	-5	-3
11285	8	-12
11286	0	-34
11287	-5	-1
11288	24	-18
11289	1	13
11290	31	-11
11291	-14	-14
11292	-2	8
11293	-11	5
11294	-1	13
11295	0	0
11296	3	9
11297	-10	-22
11298	-2	0
11299	-5	-1
11300	7	9
11301	-12	28
11302	0	2
11303	7	27
11304	26	-4
11305	3	-1
11306	-11	-21
11307	-12	8
11308	28	-14
11309	-5	-5
11310	5	-5
11311	26	-10
11312	-3	7
11313	18	14
11314	22	-16
11315	9	9
11316	1	-5
11317	-24	36
11318	20	10
11319	-23	13
11320	-2	-12
11321	-23	21
11322	-1	5
11323	12	12
11324	-16	22
11325	-15	5
11326	-13	13
11327	6	10
11328	5	-9
11329	24	-4
11330	-12	6
11331	29	-11
11332	-29	17
11333	8	0
11334	12	-2
11335	-9	-1
11336	-16	14
11337	5	1
11338	-1	-11
11339	-42	-18
11340	-16	-6
11341	-5	19
11342	1	-1
11343	14	-10
11344	3	1
11345	-20	8
11346	8	-22
11347	19	-25
11348	5	-5
11349	16	-12
11350	8	-2
11351	5	-11
11352	16	2
11353	-5	15
11354	13	19
11355	46	-6
11356	-4	-18
11357	-11	1
11358	7	17
11359	6	6
11360	7	-19
11361	8	0
11362	-8	6
11363	-9	-21
11364	5	3
11365	-16	-16
11366	-8	2
11367	17	9
11368	-26	4
11369	17	-3
11370	11	9
11371	-8	40
11372	6	-12
11373	15	-13
11374	13	-9
11375	8	4
11376	-5	-7
11377	-18	18
11378	10	-4
11379	23	-13
11380	17	-21
11381	22	-2
11382	-2	-8
11383	-3	1
11384	-4	26
11385	-15	25
11386	-9	9
11387	-14	-30
11388	12	6
11389	-1	-13
11390	13	15
11391	-42	30
11392	-4	-6
11393	-1	-1
11394	7	-23
11395	0	24
11396	-14	-4
11397	-9	-13
11398	7	-23
11399	-14	18
11400	-1	-23
11401	-20	12
11402	2	8
11403	1	17
11404	-13	-15
11405	22	-14
11406	24	-2
11407	13	-3
11408	14	-28
11409	19	-1
11410	19	1
11411	-14	26
11412	0	-18
11413	-41	19
11414	-5	-3
11415	-4	8
11416	-13	13
11417	-6	22
11418	0	2
11419	-11	-3
11420	-21	-3
11421	0	20
11422	14	-20
11423	1	29
11424	14	16
11425	-9	11
11426	27	1
11427	26	-42
11428	-4	22
11429	31	35
11430	3	-11
11431	-20	36
11432	17	19
11433	-28	12
11434	-14	0
11435	31	-9
11436	13	-9
11437	-2	-2
11438	-8	-6
11439	-13	7
11440	14	-4
11441	-3	-23
11442	13	-21
11443	-26	6
11444	12	-10
11445	-19	-11
11446	9	-17
11447	-12	-12
11448	-13	9
11449	12	-4
11450	6	-36
11451	5	-7
11452	7	-15
11453	-18	-6
11454	48	-50
11455	-19	9
11456	-36	10
11457	-3	17
11458	-7	-1
11459	4	4
11460	-16	38
11461	-13	-9
11462	-21	13
11463	8	4
11464	11	-15
11465	10	-22
11466	4	-6
11467	1	5
11468	9	-33
11469	-26	22
11470	24	-6
11471	3	11
11472	-24	2
11473	-13	23
11474	7	21
11475	-8	4
11476	32	-18
11477	13	-11
11478	9	7
11479	-4	0
11480	-7	11
11481	2	-6
11482	-12	10
11483	-1	15
11484	-21	17
11485	-22	14
11486	0	-34
11487	-15	-7
11488	24	14
11489	-9	-5
11490	-13	17
11491	-12	4
11492	-20	22
11493	13	37
11494	21	11
11495	-8	-8
11496	-17	-15
11497	-4	-16
11498	-6	-20
11499	5	-19
11500	21	-5
11501	16	0
11502	-2	0
11503	7	15
11504	-10	20
11505	11	-13
11506	-29	29
11507	6	-2
11508	2	8
11509	1	-7
11510	17	-17
11511	30	-6
11512	31	-23
11513	26	-22
11514	12	2
11515	-7	9
11516	13	23
11517	6	6
11518	4	14
11519	15	27
11520	-39	11
11521	6	14
11522	18	0
11523	-11	-3
11524	-1	-7
11525	38	-18
11526	-26	-8
11527	3	-17
